Beer Style,Beer Substyle,Beer Name,Brewery,,,,,,,
Pale Lagers,Pilsner - Bohemian / Czech,Bohemian Pilsner,von Trapp Brewing,,,,,,,
Pale Lagers,Pilsner - Bohemian / Czech,Pilz,Live Oak Brewing Company,,,,,,,
Pale Lagers,Pilsner - Bohemian / Czech,Reality Czeck,Moonlight Brewing Company,,,,,,,
Pale Lagers,Pilsner - Bohemian / Czech,Summer Of Lager,Cisco Brewers Inc.,,,,,,,
Pale Lagers,Pilsner - Bohemian / Czech,Turntable Pils,Great Lakes Brewing Co.,,,,,,,
Pale Lagers,Pilsner - Bohemian / Czech,Shiner 101 Czech Style Pilsner,Spoetzl Brewery,,,,,,,
Pale Lagers,Pilsner - Bohemian / Czech,Rebel,Měšťanský pivovar Havlíčkův Brod,,,,,,,
Pale Lagers,Pilsner - Bohemian / Czech,Joseph's Brau Bohemian Lager,Trader Joe's Brewing Company,,,,,,,
Pale Lagers,Pilsner - Bohemian / Czech,Josephs Brau PLZNR Czech-Style Lager,Trader Joe's Brewing Company,,,,,,,
Pale Lagers,Pilsner - Bohemian / Czech,Saranac Bohemian Pilsener,Matt Brewing Company / Saranac Brewery,,,,,,,
Pale Lagers,Pilsner - Bohemian / Czech,Pontius Road Pilsner,Short's Brewing Company,,,,,,,
Pale Lagers,Pilsner - Bohemian / Czech,Pilsner,The Schlafly Tap Room,,,,,,,
Pale Lagers,Pilsner - Bohemian / Czech,Žatec,Žatecký Pivovar,,,,,,,
Pale Lagers,Pilsner - Bohemian / Czech,Praga Premium Pils,První Budějovický Pivovar Samson,,,,,,,
Pale Lagers,Pilsner - German,Premium German Pilsener,Warsteiner Brauerei,,,,,,,
Pale Lagers,Pilsner - German,Beck's,Brauerei Beck & Co.,,,,,,,
Pale Lagers,Pilsner - German,Scrimshaw Pilsner,North Coast Brewing Co.,,,,,,,
Pale Lagers,Pilsner - German,Premium Pils (Premium Beer),Bitburger Brauerei,,,,,,,
Pale Lagers,Pilsner - German,Radeberger Pilsner,Radeberger Exportbierbrauerei,,,,,,,
Pale Lagers,Pilsner - German,Pilsner,Brooklyn Brewery,,,,,,,
Pale Lagers,Pilsner - German,Saranac Adirondack Lager,Matt Brewing Company / Saranac Brewery,,,,,,,
Pale Lagers,Pilsner - German,Jever Pilsener,Friesisches Brauhaus zu Jever,,,,,,,
Pale Lagers,Pilsner - German,König Pilsener,König-Brauerei GmbH,,,,,,,
Pale Lagers,Pilsner - German,Pils (Pilsner),Bayerische Staatsbrauerei Weihenstephan,,,,,,,
Pale Lagers,Pilsner - German,Pikeland Pils,Sly Fox Brewing Company,,,,,,,
Pale Lagers,Pilsner - German,Trumer Pils,Trumer Brauerei Berkeley,,,,,,,
Pale Lagers,Pilsner - German,Krombacher Pils,Krombacher Brauerei,,,,,,,
Pale Lagers,Pilsner - German,Mary,Hill Farmstead Brewery,,,,,,,
Pale Lagers,Pilsner - German,Rothaus Pils Tannen Zäpfle,Badische Staatsbrauerei Rothaus AG,,,,,,,
Pale Lagers,Pilsner - German,Beck's Sapphire,Brauerei Beck & Co.,,,,,,,
Pale Lagers,Pilsner - German,Stiegl Pils,Stieglbrauerei zu Salzburg GmbH,,,,,,,
Pale Lagers,Pilsner - Imperial,Small Craft Warning,Heavy Seas Beer,,,,,,,
Pale Lagers,Pilsner - Imperial,Regal Pilsner,Breckenridge Brewery,,,,,,,
Porters,Porter - American,Edmund Fitzgerald,Great Lakes Brewing Co.,,,,,,,
Porters,Porter - American,Black Butte Porter,Deschutes Brewery,,,,,,,
Porters,Porter - American,Vanilla Porter,Breckenridge Brewery,,,,,,,
Porters,Porter - American,Anchor Porter,Anchor Brewing Company,,,,,,,
Porters,Porter - American,Porter,Sierra Nevada Brewing Co.,,,,,,,
Porters,Porter - American,Mocha Porter,Rogue Ales,,,,,,,
Porters,Porter - American,Sweet Baby Jesus!,DuClaw Brewing Company,,,,,,,
Porters,Porter - American,Samuel Adams Holiday Porter,Boston Beer Company (Samuel Adams),,,,,,,
Porters,Porter - American,Black & Tan,Yuengling Brewery,,,,,,,
Porters,Porter - American,Coconut Hiwa Porter,Maui Brewing Co.,,,,,,,
Porters,Porter - American,Alpha Klaus Christmas (Xmas) Porter,3 Floyds Brewing Co.,,,,,,,
Porters,Porter - American,Maple Bacon Coffee Porter,Funky Buddha Brewery,,,,,,,
Porters,Porter - American,Last Snow,Funky Buddha Brewery,,,,,,,
Porters,Porter - American,Snowdrift Vanilla Porter,Jacob Leinenkugel Brewing Company,,,,,,,
Porters,Porter - American,Pipeline Porter,Kona Brewing Co.,,,,,,,
Porters,Porter - American,Vanilla Java Porter (VJP),Atwater Brewery,,,,,,,
Porters,Porter - American,Liquid Bliss,Terrapin Beer Company,,,,,,,
Porters,Porter - American,King Titus,Maine Beer Company,,,,,,,
Porters,Porter - American,Oatmeal Porter,Highland Brewing,,,,,,,
Porters,Porter - American,Cutthroat,Odell Brewing Company,,,,,,,
Porters,Porter - American,Mississippi Mud Black & Tan,Mississippi Brewing Co.,,,,,,,
Porters,Porter - American,Dead Reckoning Porter,Tröegs Brewing Company,,,,,,,
Porters,Porter - American,Coffeehouse Porter,Berkshire Brewing Company Inc.,,,,,,,
Porters,Porter - American,Dark Brewed Porter,Yuengling Brewery,,,,,,,
Porters,Porter - American,Black Marlin,Ballast Point Brewing Company,,,,,,,
Porters,Porter - American,Road Dog,Flying Dog Brewery,,,,,,,
Porters,Porter - American,New World Porter,Avery Brewing Company,,,,,,,
Porters,Porter - American,Porter,Southern Tier Brewing Company,,,,,,,
Porters,Porter - American,Old Leghumper,Thirsty Dog Brewing Company,,,,,,,
Porters,Porter - American,Mudpuppy,Central Waters Brewing Co.,,,,,,,
Porters,Porter - American,Samuel Adams Maple Pecan Porter,Boston Beer Company (Samuel Adams),,,,,,,
Porters,Porter - American,Hotbox Coffee Porter,Oskar Blues Grill & Brew,,,,,,,
Porters,Porter - American,Saranac Caramel Porter,Matt Brewing Company / Saranac Brewery,,,,,,,
Porters,Porter - American,(512) Pecan Porter,(512) Brewing Company,,,,,,,
Porters,Porter - American,Saranac Black & Tan,Matt Brewing Company / Saranac Brewery,,,,,,,
Porters,Porter - American,Pot & Kettle,Trillium Brewing Company,,,,,,,
Porters,Porter - American,Great Northern,Summit Brewing Company,,,,,,,
Porters,Porter - American,Porter,The Duck-Rabbit Craft Brewery,,,,,,,
Porters,Porter - American,Wasatch Polygamy Porter,Utah Brewers Cooperative,,,,,,,
Porters,Porter - American,Nib Smuggler,Funky Buddha Brewery,,,,,,,
Porters,Porter - American,Coffee Porter,Real Ale Brewing Company,,,,,,,
Porters,Porter - American,Thunderstruck Coffee Porter,Highland Brewing,,,,,,,
Porters,Porter - American,Penn Quarter Porter,DC Brau Brewing Co.,,,,,,,
Porters,Porter - American,Porter,Port City Brewing,,,,,,,
Porters,Porter - American,Awake,Night Shift Brewing,,,,,,,
Porters,Porter - American,Hard Wired Nitro,Left Hand Brewing Company,,,,,,,
Porters,Porter - American,Chocolate Peanut Butter Porter,Horny Goat Brewing Co.,,,,,,,
Porters,Porter - American,Purple Monkey Dishwasher,Evil Genius Beer Company,,,,,,,
Porters,Porter - American,Coal Porter,Atlantic Brewing Company / Mainely Meat BBQ,,,,,,,
Porters,Porter - American,Dundee Porter,Genesee Brewing Co. / Dundee Brewing Co.,,,,,,,
Porters,Porter - American,Cocoa Porter Winter Warmer,Tommyknocker Brewery,,,,,,,
Porters,Porter - American,Lucky 7 Porter,Evolution Craft Brewing Company,,,,,,,
Porters,Porter - American,Night Rain,O'so Brewing Company & Tap House,,,,,,,
Porters,Porter - American,Drayman's Porter,Berkshire Brewing Company Inc.,,,,,,,
Porters,Porter - American,Planet Porter,Boulder Beer / Wilderness Pub,,,,,,,
Porters,Porter - American,Dark Side Vanilla Porter,Empyrean Brewing Company,,,,,,,
Porters,Porter - American,Mocha Marlin,Ballast Point Brewing Company,,,,,,,
Porters,Porter - American,State Pen Porter,Santa Fe Brewing Company,,,,,,,
Porters,Porter - American,Chocolate Hazelnut Porter,Heretic Brewing Company,,,,,,,
Porters,Porter - American,Porter,Russian River Brewing Company,,,,,,,
Porters,Porter - American,Arctic Rhino Coffee Porter,Midnight Sun Brewing Co.,,,,,,,
Porters,Porter - American,Bad Elmer's Porter,Upland Brewing Company,,,,,,,
Porters,Porter - American,Silk Porter,Hoppin' Frog Brewery,,,,,,,
Porters,Porter - American,Riverdriver Hazelnut Porter,Sea Dog Brewing Company,,,,,,,
Porters,Porter - American,Tanilla Porter,Knee Deep Brewing Company,,,,,,,
Porters,Porter - American,Shallow Grave,Heretic Brewing Company,,,,,,,
Porters,Porter - American,Washington's Porter,Alewerks Brewing Company,,,,,,,
Porters,Porter - American,Dunkin' Coffee Porter,Harpoon Brewery & Beer Hall,,,,,,,
Porters,Porter - American,'Shabadoo' Black & Tan Ale,Berkshire Brewing Company Inc.,,,,,,,
Porters,Porter - American,Joe Coffee Porter,Philadelphia Brewing Company,,,,,,,
Porters,Porter - American,Early Riser Coffee Porter,Boulevard Brewing Co.,,,,,,,
Porters,Porter - Baltic,Sinebrychoff Porter,Oy Sinebrychoff Ab,,,,,,,
Porters,Porter - Baltic,"Carnegie Porter 5,5%",Carlsberg Sverige AB,,,,,,,
Porters,Porter - Baltic,Porter,Nøgne Ø,,,,,,,
Porters,Porter - Baltic,Dominion Baltic Porter,Fordham & Dominion Brewing Company,,,,,,,
Porters,Porter - Baltic,Porter,Utenos Alus,,,,,,,
Porters,Porter - Baltic,Porteris,Aldaris,,,,,,,
Porters,Porter - English,Taddy Porter,Samuel Smith Old Brewery (Tadcaster),,,,,,,
Porters,Porter - English,London Porter,Fuller's,,,,,,,
Porters,Porter - English,Old Engine Oil,Harviestoun Brewery Ltd.,,,,,,,
Porters,Porter - English,Bully! Porter,Boulevard Brewing Co.,,,,,,,
Porters,Porter - English,Samuel Adams Honey Porter,Boston Beer Company (Samuel Adams),,,,,,,
Porters,Porter - English,People's Porter,Foothills Brewing Company - Downtown Brewpub,,,,,,,
Porters,Porter - English,Washington's Porter,Yards Brewing Co.,,,,,,,
Porters,Porter - English,Porter,Mayflower Brewing Company,,,,,,,
Porters,Porter - English,Old-Style Porter,St. Peter's Brewery Co Ltd,,,,,,,
Porters,Porter - English,Coffee Porter,Meantime Brewing Company Limited,,,,,,,
Porters,Porter - English,Santa's Butt,Ridgeway Brewing,,,,,,,
Porters,Porter - English,London Porter,Meantime Brewing Company Limited,,,,,,,
Porters,Porter - English,Porter,Green Man Brewery,,,,,,,
Porters,Porter - English,Uniontown Porter,Mad River Brewing Company,,,,,,,
Porters,Porter - English,Stranger Than Fiction,Collective Arts Brewing,,,,,,,
Porters,Porter - English,Blackhook Porter,Redhook Brewlab,,,,,,,
Porters,Porter - English,Sly Rye Porter,Yazoo Brewing Company,,,,,,,
Porters,Porter - English,Geary's London Porter,D.L. Geary Brewing Company,,,,,,,
Porters,Porter - English,West Indies Porter,Guinness Ltd.,,,,,,,
Porters,Porter - English,Original Flag Porter,Darwin Brewery Ltd.,,,,,,,
Porters,Porter - English,Kennebunkport Porter,Federal Jack's Restaurant & Brew Pub,,,,,,,
Porters,Porter - English,Contorter,Ale Asylum,,,,,,,
Porters,Porter - English,Entire Butt English Porter,Salopian Brewing Company Ltd,,,,,,,
Porters,Porter - English,Porter,The St. George Brewing Company,,,,,,,
Porters,Porter - English,Benchwarmer Porter,Cooperstown Brewing Company,,,,,,,
Porters,Porter - English,Cygnus X-1,St. Paul Brewing,,,,,,,
Porters,Porter - English,Black Wych,Wychwood Brewery Company Ltd,,,,,,,
Porters,Porter - English,Old Growler,Nethergate Brewery Co. Ltd.,,,,,,,
Porters,Porter - English,Longfellow,Shipyard Brewing Company,,,,,,,
Porters,Porter - English,Duke Of Winship,"Middle Ages Brewing Co., Ltd.",,,,,,,
Porters,Porter - English,Midnight Sun,Williams Brothers Brewing Company,,,,,,,
Porters,Porter - Imperial,The Devil Made Me Do It!,Tyranena Brewing Company,,,,,,,
Porters,Porter - Imperial,Roebling Vanilla Espresso Porter,Rivertown Brewery & Barrel House,,,,,,,
Porters,Porter - Imperial,Pugsley's Signature Series: Imperial Porter,Shipyard Brewing Company,,,,,,,
Porters,Porter - Imperial,Black Ball Porter,To Øl,,,,,,,
Porters,Porter - Robust,Porter,Founders Brewing Company,,,,,,,
Porters,Porter - Robust,Porter,Bell's Brewery - Eccentric Café & General Store,,,,,,,
Porters,Porter - Robust,Robust Porter,Smuttynose Brewing Company,,,,,,,
Porters,Porter - Robust,Death By Coconut,Oskar Blues Grill & Brew,,,,,,,
Porters,Porter - Robust,Eugene,Revolution Brewing,,,,,,,
Porters,Porter - Robust,Icelandic Toasted Porter,Einstök Ölgerð (Einstök Beer Company),,,,,,,
Porters,Porter - Robust,Thirsty Trout Porter,Dark Horse Brewing Company,,,,,,,
Porters,Porter - Robust,Chief BlackHawk Porter,Tyranena Brewing Company,,,,,,,
Porters,Porter - Robust,Payback Porter,Speakeasy Ales & Lagers,,,,,,,
Porters,Porter - Robust,Bobo's Robust Porter,Big Sky Brewing Company,,,,,,,
Porters,Porter - Smoked,Smoked Porter,Stone Brewing,,,,,,,
Porters,Porter - Smoked,Smoked Porter,Alaskan Brewing Co.,,,,,,,
Porters,Porter - Smoked,Smoked Porter,O'Fallon Brewery,,,,,,,
Porters,Porter - Smoked,London Porter,Arcadia Brewing Company,,,,,,,
Porters,Porter - Smoked,Pleasantville Smoked Porter,Captain Lawrence Brewing Co.,,,,,,,
Specialty Beers,Chile Beer,Chipotle Ale,Rogue Ales,,,,,,,
Specialty Beers,Chile Beer,Ghost Face Killah,Twisted Pine Brewing Company,,,,,,,
Specialty Beers,Chile Beer,Autumnal Molé Stout,Ska Brewing Co.,,,,,,,
Specialty Beers,Chile Beer,Sriracha Hot Stout,Rogue Ales,,,,,,,
Specialty Beers,Chile Beer,Billy's Chilies Beer (Timberline Series),Twisted Pine Brewing Company,,,,,,,
Specialty Beers,Farmhouse Ale - Sahti,Lammin Kataja Olut,Lammin Sahti Oy,,,,,,,
Specialty Beers,Fruit and Field Beer,#9,Magic Hat Brewing Company,,,,,,,
Specialty Beers,Fruit and Field Beer,Samuel Adams Cherry Wheat,Boston Beer Company (Samuel Adams),,,,,,,
Specialty Beers,Fruit and Field Beer,Summer Shandy,Jacob Leinenkugel Brewing Company,,,,,,,
Specialty Beers,Fruit and Field Beer,Purple Haze,Abita Brewing Co.,,,,,,,
Specialty Beers,Fruit and Field Beer,Banana Bread Beer,Eagle Brewery,,,,,,,
Specialty Beers,Fruit and Field Beer,Hell Or High Watermelon Wheat Beer,21st Amendment Brewery,,,,,,,
Specialty Beers,Fruit and Field Beer,Strawberry Lager,Abita Brewing Co.,,,,,,,
Specialty Beers,Fruit and Field Beer,Samuel Adams Cranberry Lambic,Boston Beer Company (Samuel Adams),,,,,,,
Specialty Beers,Fruit and Field Beer,Blue,SweetWater Brewing Company,,,,,,,
Specialty Beers,Fruit and Field Beer,Cucumber Saison,Cigar City Brewing,,,,,,,
Specialty Beers,Fruit and Field Beer,Pumpkinfest,Terrapin Beer Company,,,,,,,
Specialty Beers,Fruit and Field Beer,Shiner Prickly Pear,Spoetzl Brewery,,,,,,,
Specialty Beers,Fruit and Field Beer,Shock Top Lemon Shandy,Anheuser-Busch,,,,,,,
Specialty Beers,Fruit and Field Beer,Blackbeary Wheat,Long Trail Brewing Co.,,,,,,,
Specialty Beers,Fruit and Field Beer,Blueberry Ale,Blue Point Brewing Company,,,,,,,
Specialty Beers,Fruit and Field Beer,Strawberry Wheat Beer,Lancaster Brewing Company,,,,,,,
Specialty Beers,Fruit and Field Beer,Morimoto Soba Ale,Rogue Ales,,,,,,,
Specialty Beers,Fruit and Field Beer,Grapefruit Shandy,Jacob Leinenkugel Brewing Company,,,,,,,
Specialty Beers,Fruit and Field Beer,Cranberry Ginger Shandy,Jacob Leinenkugel Brewing Company,,,,,,,
Specialty Beers,Fruit and Field Beer,Van Diest Früli Strawberry Beer,Brouwerij Huyghe,,,,,,,
Specialty Beers,Fruit and Field Beer,Wheach,O'Fallon Brewery,,,,,,,
Specialty Beers,Fruit and Field Beer,Oculto,Anheuser-Busch,,,,,,,
Specialty Beers,Fruit and Field Beer,Del's Shandy,Narragansett Brewing Co.,,,,,,,
Specialty Beers,Fruit and Field Beer,Bud Light & Clamato Chelada,Anheuser-Busch,,,,,,,
Specialty Beers,Fruit and Field Beer,Harvest Patch Shandy,Jacob Leinenkugel Brewing Company,,,,,,,
Specialty Beers,Fruit and Field Beer,New Grist Gluten-Free Pilsner Style Beer,"Lakefront Brewery, Inc.",,,,,,,
Specialty Beers,Fruit and Field Beer,Budweiser & Clamato Chelada,Anheuser-Busch,,,,,,,
Specialty Beers,Fruit and Field Beer,Buckwheat Ale,Rogue Ales,,,,,,,
Specialty Beers,Fruit and Field Beer,Raspberry Hefeweizen,The Schlafly Tap Room,,,,,,,
Specialty Beers,Fruit and Field Beer,Cherry Chocolate,O'Fallon Brewery,,,,,,,
Specialty Beers,Fruit and Field Beer,Raspberry Wheat Ale,Sea Dog Brewing Company,,,,,,,
Specialty Beers,Fruit and Field Beer,Wasatch Apricot Hefeweizen,Utah Brewers Cooperative,,,,,,,
Specialty Beers,Fruit and Field Beer,Apricot,Sea Dog Brewing Company,,,,,,,
Specialty Beers,Fruit and Field Beer,Kinda Blue Blueberry Wheat Beer,Boulder Beer / Wilderness Pub,,,,,,,
Specialty Beers,Gruit / Ancient Herbed Ale,Fraoch Heather Ale,Williams Brothers Brewing Company,,,,,,,
Specialty Beers,Gruit / Ancient Herbed Ale,Ebulum Elderberry Black Ale,Williams Brothers Brewing Company,,,,,,,
Specialty Beers,Gruit / Ancient Herbed Ale,Grozet,Williams Brothers Brewing Company,,,,,,,
Specialty Beers,Gruit / Ancient Herbed Ale,Kelpie Seaweed Ale,Williams Brothers Brewing Company,,,,,,,
Specialty Beers,Gruit / Ancient Herbed Ale,13th Century Grut Bier,Professor Fritz Briem,,,,,,,
Specialty Beers,Herb and Spice Beer,Good Juju,Left Hand Brewing Company,,,,,,,
Specialty Beers,Herb and Spice Beer,Juniper Pale Ale,Rogue Ales,,,,,,,
Specialty Beers,Herb and Spice Beer,Dead Rise Old Bay Summer Ale,Flying Dog Brewery,,,,,,,
Specialty Beers,Herb and Spice Beer,Blue Moon Cinnamon Horchata Ale,Blue Moon Brewing Company,,,,,,,
Specialty Beers,Herb and Spice Beer,Rosa Hibiscus Ale,Revolution Brewing,,,,,,,
Specialty Beers,Herb and Spice Beer,Poor Richard's Tavern Spruce Ale,Yards Brewing Co.,,,,,,,
Specialty Beers,Herb and Spice Beer,Jaw-Jacker,Arcadia Brewing Company,,,,,,,
Specialty Beers,Herb and Spice Beer,Hard Root Beer,Coney Island Brewing Company,,,,,,,
Specialty Beers,Herb and Spice Beer,Organic Gingerbread Ale,Bison Brewing,,,,,,,
Specialty Beers,Herb and Spice Beer,Mount Desert Island Ginger,Atlantic Brewing Company / Mainely Meat BBQ,,,,,,,
Specialty Beers,Herb and Spice Beer,Organic Honey Basil,Bison Brewing,,,,,,,
Specialty Beers,Lager - Japanese Rice,Asahi Super Dry,Asahi Breweries Ltd,,,,,,,
Specialty Beers,Lager - Japanese Rice,Lucky Buddha Enlightened Beer,The Lucky Drink Company,,,,,,,
Specialty Beers,Lager - Japanese Rice,Sapporo Original Draft Beer,Sapporo Breweries Ltd.,,,,,,,
Specialty Beers,Lager - Japanese Rice,Orion Premium Draft Beer,"Orion Beer Co., Ltd.",,,,,,,
Specialty Beers,Lager - Japanese Rice,Beerlao Lager,Lao Brewery Co.,,,,,,,
Specialty Beers,Lager - Japanese Rice,Koshihikari Echigo Beer,Uehara Shuzou Co. Ltd. / Echigo Beer Pub,,,,,,,
Specialty Beers,Lager - Japanese Rice,Sapporo Draft Beer,Sapporo Breweries Ltd.,,,,,,,
Specialty Beers,Pumpkin Beer,Punkin Ale,Dogfish Head Craft Brewery,,,,,,,
Specialty Beers,Pumpkin Beer,Blue Moon Harvest Pumpkin Wheat,Blue Moon Brewing Company,,,,,,,
Specialty Beers,Pumpkin Beer,Pumpkinhead Ale,Shipyard Brewing Company,,,,,,,
Specialty Beers,Pumpkin Beer,Samuel Adams Harvest Pumpkin Ale,Boston Beer Company (Samuel Adams),,,,,,,
Specialty Beers,Pumpkin Beer,Post Road Pumpkin Ale,Brooklyn Brewery,,,,,,,
Specialty Beers,Pumpkin Beer,Pumpkin Ale,Smuttynose Brewing Company,,,,,,,
Specialty Beers,Pumpkin Beer,Ichabod Ale,New Holland Brewing Company,,,,,,,
Specialty Beers,Pumpkin Beer,Night Owl Pumpkin Ale,Elysian Brewing Company,,,,,,,
Specialty Beers,Pumpkin Beer,Buffalo Bill's Pumpkin Ale,Buffalo Bill's Brewery,,,,,,,
Specialty Beers,Pumpkin Beer,Saranac Pumpkin Ale,Matt Brewing Company / Saranac Brewery,,,,,,,
Specialty Beers,Pumpkin Beer,UFO Pumpkin,Harpoon Brewery & Beer Hall,,,,,,,
Specialty Beers,Pumpkin Beer,Punk'n Harvest Pumpkin Ale,Uinta Brewing Company,,,,,,,
Specialty Beers,Pumpkin Beer,Pumpkin Patch Ale,Rogue Ales,,,,,,,
Specialty Beers,Pumpkin Beer,Pumpkin Ale,Whole Hog Beer,,,,,,,
Specialty Beers,Pumpkin Beer,Fall Hornin',Anderson Valley Brewing Company,,,,,,,
Specialty Beers,Pumpkin Beer,Pumpkin Lager,"Lakefront Brewery, Inc.",,,,,,,
Specialty Beers,Pumpkin Beer,Pumpkin Down,Ballast Point Brewing Company,,,,,,,
Specialty Beers,Pumpkin Beer,Punkuccino,Elysian Brewing Company,,,,,,,
Specialty Beers,Pumpkin Beer,Pumple Drumkin Spiced Ale,Cisco Brewers Inc.,,,,,,,
Specialty Beers,Pumpkin Beer,Wilhelm Scream Pumpkin Ale,Magic Hat Brewing Company,,,,,,,
Specialty Beers,Pumpkin Beer,Pumpkin Beer,O'Fallon Brewery,,,,,,,
Specialty Beers,Pumpkin Beer,Pumpkin Ale,Southampton Publick House,,,,,,,
Specialty Beers,Pumpkin Beer,Out Of Your Gourd Pumpkin Porter,Redhook Brewlab,,,,,,,
Specialty Beers,Pumpkin Beer,Mother Pumpkin Ale,Blue Point Brewing Company,,,,,,,
Specialty Beers,Pumpkin Beer,Boxcarr Pumpkin Porter,Starr Hill Brewery,,,,,,,
Specialty Beers,Pumpkin Beer,Country Pumpkin,Ithaca Beer Company,,,,,,,
Specialty Beers,Pumpkin Beer,St-Ambroise Citrouille (The Great Pumpkin Ale),McAuslan Brewing,,,,,,,
Specialty Beers,Pumpkin Beer,Great Pumpkin Ale,Cambridge Brewing Company,,,,,,,
Specialty Beers,Pumpkin Beer,Small Patch Pumpkin Harvest Ale,Tommyknocker Brewery,,,,,,,
Specialty Beers,Pumpkin Beer,Samuel Adams 20 Pounds of Pumpkin,Boston Beer Company (Samuel Adams),,,,,,,
Specialty Beers,Pumpkin Beer,Pumpkin Ale,Captain Lawrence Brewing Co.,,,,,,,
Specialty Beers,Pumpkin Beer,Kennebunkport Pumpkin Ale,Federal Jack's Restaurant & Brew Pub,,,,,,,
Specialty Beers,Rye Beer,Cane And Ebel,Two Brothers Brewing Company,,,,,,,
Specialty Beers,Rye Beer,Route Des Épices,Brasserie Dieu du Ciel!,,,,,,,
Specialty Beers,Rye Beer,Full Moon Pale Rye Ale,Real Ale Brewing Company,,,,,,,
Specialty Beers,Rye Beer,RastafaRye Ale,Blue Point Brewing Company,,,,,,,
Specialty Beers,Rye Beer,LUX,Bissell Brothers Brewing Co.,,,,,,,
Specialty Beers,Rye Beer,Samuel Adams Revolutionary Rye Ale,Boston Beer Company (Samuel Adams),,,,,,,
Specialty Beers,Rye Beer,Six (#6),Upright Brewing Company,,,,,,,
Specialty Beers,Smoked Beer,Fore Smoked Stout,Dark Horse Brewing Company,,,,,,,
Specialty Beers,Smoked Beer,Norwegian Wood,HaandBryggeriet,,,,,,,
Specialty Beers,Smoked Beer,Charkoota Rye,New Holland Brewing Company,,,,,,,
Specialty Beers,Smoked Beer,Samuel Adams Bonfire Blonde,Boston Beer Company (Samuel Adams),,,,,,,
Specialty Beers,Smoked Beer,Grodziskie,Professor Fritz Briem,,,,,,,
Stouts,Stout - American,Kalamazoo Stout,Bell's Brewery - Eccentric Café & General Store,,,,,,,
Stouts,Stout - American,Chocolate Stout,Rogue Ales,,,,,,,
Stouts,Stout - American,Obsidian Stout,Deschutes Brewery,,,,,,,
Stouts,Stout - American,Stout,Sierra Nevada Brewing Co.,,,,,,,
Stouts,Stout - American,Chicory Stout,Dogfish Head Craft Brewery,,,,,,,
Stouts,Stout - American,Java Stout,Bell's Brewery - Eccentric Café & General Store,,,,,,,
Stouts,Stout - American,Mean Old Tom,Maine Beer Company,,,,,,,
Stouts,Stout - American,Aphrodisiaque,Brasserie Dieu du Ciel!,,,,,,,
Stouts,Stout - American,Dominion Oak Barrel Stout,Fordham & Dominion Brewing Company,,,,,,,
Stouts,Stout - American,Coffee Stout,Sierra Nevada Brewing Co.,,,,,,,
Stouts,Stout - American,Out Of Bounds Stout,Avery Brewing Company,,,,,,,
Stouts,Stout - American,Double Shot,Tree House Brewing Company,,,,,,,
Stouts,Stout - American,Black Mocha Stout,Highland Brewing,,,,,,,
Stouts,Stout - American,Fuel Cafe (Coffee Flavored Stout),"Lakefront Brewery, Inc.",,,,,,,
Stouts,Stout - American,Coffee Stout,New Glarus Brewing Company,,,,,,,
Stouts,Stout - American,Brewhouse Coffee Stout,Central Waters Brewing Co.,,,,,,,
Stouts,Stout - American,The Commodore,Ballast Point Brewing Company,,,,,,,
Stouts,Stout - American,Campfire Stout,High Water Brewing,,,,,,,
Stouts,Stout - American,Secret Stache Stout,Finch Beer Co.,,,,,,,
Stouts,Stout - American,Organic Chocolate Stout,Bison Brewing,,,,,,,
Stouts,Stout - American,Rise Up Coffee Stout,Evolution Craft Brewing Company,,,,,,,
Stouts,Stout - American,Captain Stout,Alpine Beer Company,,,,,,,
Stouts,Stout - American,Redwood Stout,Mad River Brewing Company,,,,,,,
Stouts,Stout - American,Boatswain Chocolate Stout,Rhinelander Brewing Company,,,,,,,
Stouts,Stout - American,Maple Breakfast Stout,14th Star Brewing Co.,,,,,,,
Stouts,Stout - American,Samuel Adams Nitro Coffee Stout,Boston Beer Company (Samuel Adams),,,,,,,
Stouts,Stout - American,Luna Coffee Stout,Hinterland Brewery Restaurant,,,,,,,
Stouts,Stout - American,Blue Bridge Coffee Stout,Coronado Brewing Company,,,,,,,
Stouts,Stout - American,Rye Stout,Bell's Brewery - Eccentric Café & General Store,,,,,,,
Stouts,Stout - American,Valdez,Pisgah Brewing Co.,,,,,,,
Stouts,Stout - American,Irish Channel Stout,New Orleans Lager & Ale Brewing Company (NOLA),,,,,,,
Stouts,Stout - American,"Survival ""7-Grain"" Stout",Hopworks Urban Brewery,,,,,,,
Stouts,Stout - American,Crème Brûlée Java Stout,Kuhnhenn Brewing Company,,,,,,,
Stouts,Stout - American,Hickory Stick Stout,Olde Hickory Brewery,,,,,,,
Stouts,Stout - American,Dragon's Milk - White,New Holland Brewing Company,,,,,,,
Stouts,Stout - American,Naked Fish,DuClaw Brewing Company,,,,,,,
Stouts,Stout - American,Big Shot Espresso Stout (Timberline Series),Twisted Pine Brewing Company,,,,,,,
Stouts,Stout - American Imperial,Imperial Java Stout,Santa Fe Brewing Company,,,,,,,
Stouts,Stout - American Imperial,Hitachino Nest Espresso Stout,Kiuchi Brewery,,,,,,,
Stouts,Stout - English,Organic Chocolate Stout,Samuel Smith Old Brewery (Tadcaster),,,,,,,
Stouts,Stout - English,Heart Of Darkness,Magic Hat Brewing Company,,,,,,,
